"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
31,"admin.","single","university.degree","no","no","yes","cellular","aug","tue",92,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
35,"management","married","university.degree","no","no","no","cellular","may","thu",597,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,1
31,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","fri",1081,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,1
48,"blue-collar","married","basic.4y","unknown","no","yes","cellular","aug","thu",180,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
51,"management","married","university.degree","no","yes","no","telephone","may","thu",410,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
25,"admin.","single","high.school","no","no","no","telephone","may","tue",268,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
59,"services","married","basic.4y","unknown","no","no","cellular","aug","thu",93,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
30,"technician","single","professional.course","no","no","no","cellular","jul","tue",136,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
37,"admin.","married","university.degree","no","no","no","telephone","jun","wed",867,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,1
40,"technician","married","professional.course","no","no","no","telephone","jun","mon",92,6,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
35,"retired","married","professional.course","no","no","no","telephone","may","wed",759,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
45,"management","married","university.degree","no","no","no","cellular","nov","tue",633,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
34,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",82,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
45,"entrepreneur","married","unknown","no","no","no","telephone","jun","wed",46,16,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
39,"admin.","single","university.degree","no","yes","yes","telephone","jun","mon",1075,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
35,"admin.","single","university.degree","no","no","no","cellular","jul","fri",91,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
60,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","wed",165,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
35,"housemaid","married","high.school","no","no","no","telephone","jun","thu",56,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
46,"unemployed","married","basic.9y","no","yes","no","cellular","may","mon",205,1,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1,0
28,"self-employed","single","university.degree","no","no","no","telephone","may","tue",518,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
33,"services","married","high.school","unknown","yes","no","telephone","jun","fri",106,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
35,"self-employed","single","university.degree","no","no","no","cellular","may","fri",1243,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
30,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",25,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
34,"self-employed","married","professional.course","no","yes","no","cellular","nov","wed",103,3,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
32,"services","married","professional.course","no","no","no","telephone","may","thu",103,7,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
60,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",324,3,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,1
34,"admin.","married","university.degree","no","no","yes","cellular","dec","tue",196,2,6,2,"success",-3,92.713,-33,0.707,5023.5,1
47,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","tue",388,9,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
35,"blue-collar","married","professional.course","no","no","no","telephone","may","wed",306,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
29,"admin.","married","high.school","no","yes","no","cellular","may","tue",57,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,0
29,"management","single","university.degree","no","yes","no","cellular","mar","mon",154,2,999,1,"failure",-1.8,93.369,-34.8,0.652,5008.7,0
40,"admin.","divorced","high.school","no","yes","no","cellular","jul","tue",193,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
50,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jul","tue",119,8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
24,"services","single","high.school","no","yes","yes","cellular","may","mon",590,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
30,"unemployed","single","high.school","no","yes","no","cellular","sep","tue",75,1,999,1,"failure",-3.4,92.379,-29.8,0.75,5017.5,0
37,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",239,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
39,"services","married","high.school","no","no","no","telephone","may","tue",132,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
37,"self-employed","married","basic.4y","no","no","no","cellular","may","thu",281,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
29,"blue-collar","married","high.school","no","no","no","telephone","may","wed",357,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
31,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",84,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,1
35,"services","divorced","professional.course","no","yes","yes","telephone","may","wed",294,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
29,"admin.","single","high.school","no","no","no","cellular","aug","thu",90,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
42,"self-employed","married","university.degree","no","yes","no","cellular","apr","thu",290,2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,0
40,"services","married","high.school","no","no","no","cellular","apr","thu",161,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,1
34,"admin.","single","university.degree","no","yes","yes","cellular","apr","tue",441,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,0
37,"admin.","married","university.degree","no","no","no","cellular","aug","wed",356,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
29,"technician","single","high.school","no","no","no","telephone","may","mon",171,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
44,"blue-collar","married","basic.6y","no","no","no","cellular","apr","tue",314,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,0
29,"admin.","single","high.school","no","no","no","cellular","may","fri",553,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
28,"unemployed","single","university.degree","no","unknown","unknown","telephone","jul","wed",167,1,999,0,"nonexistent",-2.9,92.469,-33.6,1.029,5076.2,0
48,"unemployed","married","professional.course","no","no","no","telephone","may","wed",360,1,6,1,"success",-1.8,93.876,-40,0.682,5008.7,1
30,"admin.","single","high.school","unknown","yes","no","telephone","jun","tue",483,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
49,"housemaid","single","university.degree","no","no","yes","cellular","dec","mon",334,3,999,0,"nonexistent",-3,92.713,-33,0.717,5023.5,0
25,"student","single","high.school","no","no","no","telephone","may","mon",11,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
43,"admin.","married","university.degree","no","no","no","cellular","jul","tue",187,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
32,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed",147,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
31,"services","single","university.degree","no","yes","no","telephone","jun","tue",57,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
28,"student","single","unknown","no","no","no","cellular","jun","wed",208,4,999,0,"nonexistent",-2.9,92.963,-40.8,1.244,5076.2,0
52,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","wed",126,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
48,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",97,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
32,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
43,"management","married","university.degree","no","no","yes","telephone","jul","thu",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,0
52,"admin.","married","professional.course","no","yes","yes","cellular","jul","tue",139,2,6,1,"success",-1.7,94.215,-40.3,0.893,4991.6,0
29,"admin.","married","high.school","no","yes","no","cellular","may","fri",1871,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,1
55,"unknown","married","basic.4y","no","yes","no","cellular","jul","thu",1298,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
48,"blue-collar","divorced","basic.4y","unknown","unknown","unknown","telephone","jun","thu",583,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
36,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",86,5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,0
42,"technician","single","professional.course","no","no","no","cellular","may","wed",531,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,1
38,"blue-collar","married","professional.course","no","no","no","cellular","may","fri",218,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
31,"management","divorced","basic.6y","no","no","no","telephone","may","wed",198,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
31,"services","married","high.school","no","no","no","telephone","nov","fri",271,2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,1
38,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",1975,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,1
38,"self-employed","married","professional.course","no","yes","no","cellular","apr","thu",779,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
36,"blue-collar","married","unknown","no","no","no","cellular","may","thu",156,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
42,"technician","divorced","basic.6y","no","yes","no","cellular","may","tue",221,1,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
43,"admin.","married","high.school","unknown","yes","no","cellular","jun","mon",288,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,0
28,"services","single","basic.9y","no","yes","no","telephone","may","fri",148,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
35,"technician","single","professional.course","unknown","yes","no","cellular","jul","thu",105,5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
34,"admin.","single","unknown","unknown","yes","no","cellular","jul","thu",51,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
51,"blue-collar","divorced","unknown","unknown","yes","yes","telephone","may","tue",128,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
55,"admin.","divorced","university.degree","no","yes","no","telephone","may","wed",74,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
50,"admin.","divorced","basic.4y","no","yes","no","cellular","may","mon",8,11,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
46,"services","married","high.school","no","no","no","telephone","jul","wed",83,3,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,0
35,"technician","married","university.degree","no","yes","no","cellular","may","mon",502,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
42,"admin.","married","basic.4y","no","no","no","telephone","may","mon",322,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
26,"admin.","single","university.degree","no","no","no","telephone","apr","fri",52,6,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
50,"retired","married","basic.4y","no","yes","no","cellular","jul","wed",128,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
32,"blue-collar","married","basic.6y","no","no","yes","telephone","may","tue",60,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
54,"management","married","high.school","no","no","no","cellular","aug","wed",171,3,999,1,"failure",-1.7,94.027,-38.3,0.894,4991.6,0
33,"admin.","single","high.school","unknown","no","yes","telephone","jun","tue",162,7,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
33,"blue-collar","single","basic.9y","no","no","yes","cellular","may","wed",331,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
37,"blue-collar","married","high.school","unknown","no","no","cellular","jul","thu",413,4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
31,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",67,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
49,"admin.","married","high.school","no","yes","no","telephone","jun","wed",135,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
28,"admin.","single","university.degree","no","yes","no","telephone","may","mon",87,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
36,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",189,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
47,"technician","married","unknown","unknown","yes","no","cellular","jul","wed",239,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
35,"admin.","married","basic.9y","no","yes","yes","cellular","nov","wed",47,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
58,"admin.","married","university.degree","no","yes","no","telephone","aug","thu",60,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
51,"unemployed","divorced","high.school","unknown","yes","no","cellular","nov","thu",1166,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
38,"technician","married","professional.course","no","yes","no","cellular","apr","thu",110,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099.1,0
51,"technician","married","university.degree","unknown","yes","yes","cellular","jul","wed",89,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
53,"technician","married","basic.9y","no","yes","no","cellular","jul","thu",144,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
25,"student","single","university.degree","no","yes","yes","cellular","may","tue",700,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
56,"services","single","high.school","no","yes","no","cellular","nov","fri",290,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
39,"blue-collar","single","basic.9y","no","no","no","cellular","apr","thu",311,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.483,5099.1,0
41,"entrepreneur","single","high.school","no","no","no","cellular","jul","thu",71,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
54,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","mon",56,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
29,"technician","single","high.school","no","no","no","cellular","aug","mon",26,9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
42,"blue-collar","married","professional.course","no","no","no","cellular","oct","wed",287,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.735,5017.5,1
32,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",122,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
29,"blue-collar","divorced","high.school","no","yes","no","cellular","may","fri",144,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,0
31,"services","married","high.school","no","yes","no","telephone","may","fri",332,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
38,"technician","married","professional.course","no","no","no","telephone","may","wed",216,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
33,"self-employed","single","university.degree","no","no","no","telephone","aug","wed",79,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
52,"management","married","university.degree","no","no","no","telephone","jun","fri",303,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,0
36,"technician","single","university.degree","no","no","no","telephone","may","wed",86,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
53,"unemployed","married","unknown","unknown","no","no","telephone","may","thu",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
48,"admin.","married","high.school","no","yes","no","cellular","aug","thu",62,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
37,"blue-collar","married","basic.4y","unknown","yes","yes","cellular","apr","mon",17,6,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
51,"management","married","university.degree","no","yes","no","cellular","aug","tue",138,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,0
56,"admin.","married","basic.9y","no","no","no","cellular","aug","wed",338,2,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,1
27,"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",298,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
48,"admin.","divorced","university.degree","no","yes","no","cellular","jul","fri",409,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.059,5076.2,1
59,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","tue",85,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
39,"unemployed","single","basic.9y","unknown","yes","no","telephone","may","tue",405,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
71,"retired","married","professional.course","no","yes","yes","telephone","nov","tue",383,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,1
32,"blue-collar","married","professional.course","unknown","yes","no","cellular","may","thu",196,2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,0
